run,stream,year,month,fish,pounds
summer,Hoh,1974,June,0,0
summer,Hoh,1974,July,0,0
summer,Hoh,1974,August,0,0
summer,Hoh,1974,September,0,0
summer,Hoh,1974,October,0,0
summer,Hoh,1975,May,0,0
summer,Hoh,1975,June,0,0
summer,Hoh,1975,July,15,134
summer,Hoh,1975,August,16,178
summer,Hoh,1975,September,13,139
summer,Hoh,1975,October,14,155
summer,Hoh,1976,May,0,0
summer,Hoh,1976,June,0,0
summer,Hoh,1976,July,0,0
summer,Hoh,1976,August,2,20
summer,Hoh,1976,September,1,10
summer,Hoh,1976,October,25,253
summer,Quillayute,1946,May,0,0
summer,Quillayute,1946,June,0,0
summer,Quillayute,1946,July,0,0
summer,Quillayute,1946,August,0,0
summer,Quillayute,1946,September,0,0
summer,Quillayute,1946,October,15,0
summer,Quillayute,1972,May,0,0
summer,Quillayute,1972,June,0,0
summer,Quillayute,1972,July,22,0
summer,Quillayute,1972,August,59,0
summer,Quillayute,1972,September,12,0
summer,Quillayute,1972,October,4,0
summer,Quillayute,1975,May,0,0
summer,Quillayute,1975,June,1,0
summer,Quillayute,1975,July,28,0
summer,Quillayute,1975,August,52,0
summer,Quillayute,1975,September,3,0
summer,Quillayute,1975,October,14,0
summer,Quillayute,1976,May,37,0
summer,Quillayute,1976,June,22,0
summer,Quillayute,1976,July,12,0
summer,Quillayute,1976,August,20,0
summer,Quillayute,1976,September,0,0
summer,Quillayute,1976,October,21,0
summer,Quillayute,1976,May,5,0
summer,Quillayute,1977,June,2,0
summer,Quillayute,1977,July,6,0
summer,Quillayute,1977,August,13,0
summer,Quillayute,1977,September,4,0
summer,Quillayute,1977,October,28,0
summer,Quillayute,1978,May,51,0
summer,Quillayute,1978,June,11,0
summer,Quillayute,1978,July,2,0
summer,Quillayute,1978,August,0,0
summer,Quillayute,1978,September,2,0
summer,Quillayute,1978,October,6,0
summer,Quillayute,1978,May,0,0
